32072789	In recent years, CRISPR/Cas9-mediated base editing has been developed to a powerful genome editing tool, providing advantages such as without introducing double-stranded DNA break, a donor template and relying on host homologous recombination repair pathway, and has been widely applied in animals, plants, yeast and bacteria. In previous study, our group developed a multiplex automated base editing method (MACBETH) in the important industrial model strain Corynebacterium glutamicum. In this study, to further optimize the method and improve the base editing efficiency in C. glutamicum, we first constructed a green fluorescent protein (GFP) reporter-based detection system. The point mutation in the inactivated GFP protein can be edited to restore the GFP fluorescence. By combining with flow cytometry analysis, the base-editing efficiency can be quickly calculated. Then, the base editor with the target gRNA was constructed, and the editing efficiency with the initial editing condition was (13.11±0.21)%. Based on this result, the editing conditions were optimized and the result indicated that the best medium is CGXII, the best initial OD₆₀₀ of induction is 0.05, the best induction time is 20 h, and the best IPTG concentration is 0.01 mmol/L. After optimization, the editing efficiency was improved to (30.35±0.75)%, which was 1.3-fold of that in initial condition. Finally, endogenous genomic loci of C. glutamicum were selected to assess if the optimized condition can improve genome editing in other loci. Editing efficiency of different loci in optimized condition were improved to 1.7-2.5 fold of that in original condition, indicating the effectiveness and versatility of the optimized condition. Our research will promote the better application of base editing technology in C. glutamicum.	近年来，基于CRISPR/Cas9 的碱基编辑技术因其具有不产生DNA 双链断裂、无需外源DNA 模板、不依赖宿主同源重组修复的优势，已经逐渐发展成为一种强大的基因组编辑工具，在动物、植物、酵母和细菌中得到了开发和应用。研究团队前期已在重要的工业模式菌株谷氨酸棒杆菌中开发了一种多元自动化的碱基编辑技术MACBETH，为进一步优化该方法，提高碱基编辑技术在谷氨酸棒杆菌中的应用效率，本研究首先在谷氨酸棒杆菌中构建了基于绿色荧光蛋白 (GFP) 的检测系统：将GFP 基因的起始密码子ATG 人工突变为ACG，GFP 无法正常表达，当该密码子的C 经编辑后恢复为T，即实现GFP 蛋白的复活，结合流式细胞仪分析技术，可快速衡量编辑效率。然后，构建针对靶标位点的碱基编辑工具，经测试，该位点可成功被编辑，在初始编辑条件下碱基编辑效率为 (13.11±0.21)%。在此基础上，通过对不同培养基类型、诱导初始OD₆₀₀、诱导时间、诱导物浓度进行优化，确定最优编辑条件是：培养基为CGXII，初始OD₆₀₀ 为0.05，诱导时间为20 h，IPTG 浓度为0.01 mmol/L。经过优化，编辑效率达到 (30.35±0.75)%，较初始条件提高了1.3 倍。最后，选取原编辑条件下编辑效率较低的位点，进行了优化后编辑条件下的编辑效率评估，结果显示，不同的位点在最优编辑条件下的编辑效率提高了1.7–2.5 倍，进一步证实该优化条件的有效性及通用性。研究结果为碱基编辑技术在谷氨酸棒杆菌中更好的应用提供了重要的参考价值。.	J Li|Y Liu|Y Wang|P Yu|P Zheng|M Wang
32071427	TM Nguyen|Y Zhang|PP Pandolfi
32062962	Pursuing efficient approaches to promote the extracellular electron transfer (EET) of extracellular respiratory bacteria is essential to their application in environmental remediation and waste treatment. Here, we report a new strategy of tuning electron flux by clustered regularly interspaced short palindromic repeat (CRISPR)-ddAsCpf1-based rediverting (namely STAR) to enhance the EET capacity of Shewanella oneidensis MR-1, a model extracellular respiratory bacterium widely present in the environment. The developed CRISPR-ddAsCpf1 system enabled approximately 100% gene repression with the green fluorescent protein (GFP) as a reporter. Using a WO3 probe, 10 representative genes encoding for putative competitive electron transfer proteins were screened, among which 7 genes were identified as valid targets for EET enhancement. Repressing the valid genes not only increased the transcription level of the l-lactate metabolism genes but also affected the genes involved in direct and indirect EET. Increased riboflavin production was also observed. The feasibility of this strategy to enhance the bioreduction of methyl orange, an organic pollutant, and chromium, a typical heavy metal, was demonstrated. This work implies a great potential of the STAR strategy with the CIRPSR-ddAsCpf1 system for enhancing bacterial EET to favor more efficient environmental remediation applications.	J Li|Q Tang|Y Li|YY Fan|FH Li|JH Wu|D Min|WW Li|PKS Lam|HQ Yu
32053781	If, as we all know, only the strong survive, why do bacterial viruses (phages) encode weak suppressors of a bacterial immune system? In this issue of Cell Host & Microbe, Chevallereau et al. (2019) expertly demonstrate how, in the context of competition with other phages, weakness can be a strength.	FR Croteau|AP Hynes
32029685	JR Hamilton|JA Doudna
32029080	JC Tilburt
32020125	S Reardon
32013418	Lacto-N-neotetraose (LNnT), one of the oligosaccharides in human milk, has many beneficial effects on infant health. In a recent work, we have constructed a recombinant Bacillus subtilis strain for the production of LNnT. Here, we further improved LNnT production with a xylose-induced clustered regularly interspaced short palindromic repeats interference system. In particular, the expressions of pfkA and pyk genes in the Embden-Meyerhof-Parnas pathway module, zwf gene in the pentose phosphate pathway module, and mnaA gene in the teichoic acid synthesis module were downregulated. The LNnT titer was increased from 1.32 to 1.55 g/L. Furthermore, to improve the conversion efficiency of lacto-N-triose II to LNnT, we knocked out tuaD gene in branch pathway and improved the expression of lgtB gene, resulting in the further increase of LNnT titer to 2.01 g/L. Finally, the addition time and amount of inducer xylose were optimized, and LNnT titer reached 2.30 g/L in shake flask and 5.41 g/L in 3 L bioreactor.	X Dong|N Li|Z Liu|X Lv|Y Shen|J Li|G Du|M Wang|L Liu
32010936	Prokaryotic adaptive immunity is built when short DNA fragments called spacers are acquired into CRISPR (clustered regularly interspaced short palindromic repeats) arrays. CRISPR adaptation is a multistep process which comprises selection, generation, and incorporation of prespacers into arrays. Once adapted, spacers provide immunity through the recognition of complementary nucleic acid sequences, channeling them for destruction. To prevent deleterious autoimmunity, CRISPR adaptation must therefore be a highly regulated and infrequent process, at least in the absence of genetic invaders. Over the years, ingenious methods to study CRISPR adaptation have been developed. In this paper, we discuss and compare methods that detect CRISPR adaptation and its intermediates in vivo and propose suppressing PCR as a simple modification of a popular assay to monitor spacer acquisition with increased sensitivity.	A Shiriaeva|I Fedorov|D Vyhovskyi|K Severinov
32004468	Two decades into the twenty-first century, a confluence of breakthrough technologies wielded at the molecular level is presenting biologists with unique opportunities to unravel the complexities of the cellular world. CRISPR/Cas9 allows gene knock-outs, knock-ins, and single-base editing at chromosomal loci. RNA-based tools such as siRNA, antisense oligos, and morpholinos can be used to silence expression of specific genes. Meanwhile, protein knockdown tools that draw inspiration from natural regulatory mechanisms and facilitate elimination of native or degron-tagged proteins from cells are rapidly emerging. The acute and reversible reduction in protein levels enabled by these methods allows for precise determination of loss-of-function phenotypes free from secondary effects or compensatory adaptation that can confound nucleic-acid-based methods that involve slow depletion or permanent loss of a protein. In this Review, we summarize the ingenious ways biologists have exploited natural mechanisms for protein degradation to direct the elimination of specific proteins at will. This has led to advancements not only in basic research but also in the therapeutic space with the introduction of PROTACs into clinical trials for cancer patients.	R Verma|D Mohl|RJ Deshaies
31988385	The human gene catalogue is essentially complete, but we lack an equivalently vetted inventory of bona fide human enhancers. Hundreds of thousands of candidate enhancers have been nominated via biochemical annotations; however, only a handful of these have been validated and confidently linked to their target genes. Here we review emerging technologies for discovering, characterizing and validating human enhancers at scale. We furthermore propose a new framework for operationally defining enhancers that accommodates the heterogeneous and complementary results that are emerging from reporter assays, biochemical measurements and CRISPR screens.	M Gasperini|JM Tome|J Shendure
31980818	In type I CRISPR-Cas system, Cas3-a nuclease cum helicase-in cooperation with Cascade surveillance complex cleaves the target DNA. Unlike the Cascade/I-E, which is composed of five subunits, the Cascade/I-C is made of only three subunits lacking the CRISPR RNA processing enzyme Cas6, whose role is assumed by Cas5. How these differences in the composition and organization of Cascade subunits in type I-C influence the Cas3/I-C binding and its target cleavage mechanism is poorly understood. Here, we show that Cas3/I-C is intrinsically a single-strand specific promiscuous nuclease. Apart from the helicase domain, a constellation of highly conserved residues-which are unique to type I-C-located in the uncharacterized C-terminal domain appears to influence the nuclease activity. Recruited by Cascade/I-C, the HD nuclease of Cas3/I-C nicks the single-stranded region of the non-target strand and positions the helicase motor. Powered by ATP, the helicase motor reels in the target DNA, until it encounters the roadblock en route, which stimulates the HD nuclease. Remarkably, we show that Cas3/I-C supplants Cas3/I-E for CRISPR interference in type I-E in vivo, suggesting that the target cleavage mechanism is evolutionarily conserved between type I-C and type I-E despite the architectural difference exhibited by Cascade/I-C and Cascade/I-E.	S Nimkar|B Anand
31980625	The CRISPR system provides adaptive immunity against mobile genetic elements in prokaryotes. On binding invading RNA species, Type III CRISPR systems generate cyclic oligoadenylate (cOA) signalling molecules, potentiating a powerful immune response by activating downstream effector proteins, leading to viral clearance, cell dormancy or death. Here we describe the structure and mechanism of a cOA-activated CRISPR defence DNA endonuclease, CRISPR ancillary nuclease 1 (Can1). Can1 has a unique monomeric structure with two CRISPR associated Rossman fold (CARF) domains and two DNA nuclease-like domains. The crystal structure of the enzyme has been captured in the activated state, with a cyclic tetra-adenylate (cA4) molecule bound at the core of the protein. cA4 binding reorganises the structure to license a metal-dependent DNA nuclease activity specific for nicking of supercoiled DNA. DNA nicking by Can1 is predicted to slow down viral replication kinetics by leading to the collapse of DNA replication forks.	SA McMahon|W Zhu|S Graham|R Rambo|MF White|TM Gloster
31980609	Tissue-specific gene expression requires coordinated control of gene-proximal and -distal cis-regulatory elements (CREs), yet functional analysis of gene-distal CREs such as enhancers remains challenging. Here we describe CRISPR/dCas9-based enhancer-targeting epigenetic editing systems, enCRISPRa and enCRISPRi, for efficient analysis of enhancer function in situ and in vivo. Using dual effectors capable of re-writing enhancer-associated chromatin modifications, we show that enCRISPRa and enCRISPRi modulate gene transcription by remodeling local epigenetic landscapes at sgRNA-targeted enhancers and associated genes. Comparing with existing methods, the improved systems display more robust perturbations of enhancer activity and gene transcription with minimal off-targets. Allele-specific targeting of enCRISPRa to oncogenic TAL1 super-enhancer modulates TAL1 expression and cancer progression in xenotransplants. Single or multi-loci perturbations of lineage-specific enhancers using an enCRISPRi knock-in mouse establish in vivo evidence for lineage-restricted essentiality of developmental enhancers during hematopoiesis. Hence, enhancer-targeting CRISPR epigenetic editing provides opportunities for interrogating enhancer function in native biological contexts.	K Li|Y Liu|H Cao|Y Zhang|Z Gu|X Liu|A Yu|P Kaphle|KE Dickerson|M Ni|J Xu
31959981	L Mori|G De Libero
31951545	Live-cell RNA imaging is a powerful approach to observe the real-time dynamics of RNA metabolism. Two recent papers describe an optimized fluorescence-based CRISPR-Cas13 approach to image colocalized or repeat-containing RNAs in real time, as well as demonstrate simultaneous RNA-DNA labeling by using Cas13 and Cas9 in tandem.	BJ Davis|MR O'Connell
31929016	The Lancet
31925399	It is difficult to elucidate the transcriptional history of a cell using current experimental approaches, as they are destructive in nature and therefore describe only a moment in time. To overcome these limitations, we recently established Record-seq, a technology that enables transcriptional recording by CRISPR spacer acquisition from RNA. The recorded transcriptomes are recovered by SENECA, a method that selectively amplifies expanded CRISPR arrays, followed by deep sequencing. The resulting CRISPR spacers are aligned to the host genome, thereby enabling transcript quantification and associated analyses. Here, we describe the experimental procedures of the Record-seq workflow as well as subsequent data analysis. Beginning with the experimental design, Record-seq data can be obtained and analyzed within 1-2 weeks.	T Tanna|F Schmidt|MY Cherepkova|M Okoniewski|RJ Platt
31922192	CRISPR-Cas constitutes the adaptive immune system of bacteria and archaea. This RNA-mediated sequence-specific recognition and targeting machinery has been used broadly for diverse applications in a wide range of organisms across the tree of life. The compact class 2 systems, that hinge on a single Cas effector nuclease have been harnessed for genome editing, transcriptional regulation, detection, imaging and other applications, in different research areas. However, most of the CRISPR-Cas systems belong to class 1, and the molecular machinery of the most widespread and diverse Type I systems afford tremendous opportunities for a broad range of applications. These highly abundant systems rely on a multi-protein effector complex, the CRISPR associated complex for antiviral defense (Cascade), which drives DNA targeting and cleavage. The complexity of these systems has somewhat hindered their widespread usage, but the pool of thousands of diverse Type I CRISPR-Cas systems opens new avenues for CRISPR-based applications in bacteria, archaea and eukaryotes. Here, we describe the features and mechanism of action of Type I CRISPR-Cas systems, illustrate how endogenous systems can be reprogrammed to target the host genome and perform genome editing and transcriptional regulation by co-delivering a minimal CRISPR array together with a repair template. Moreover, we discuss how these systems can also be used in eukaryotes. This review provides a framework for expanding the CRISPR toolbox, and repurposing the most abundant CRISPR-Cas systems for a wide range of applications.	C Hidalgo-Cantabrana|R Barrangou
31919360	Host dependency factors that are required for influenza A virus infection may serve as therapeutic targets as the virus is less likely to bypass them under drug-mediated selection pressure. Previous attempts to identify host factors have produced largely divergent results, with few overlapping hits across different studies. Here, we perform a genome-wide CRISPR/Cas9 screen and devise a new approach, meta-analysis by information content (MAIC) to systematically combine our results with prior evidence for influenza host factors. MAIC out-performs other meta-analysis methods when using our CRISPR screen as validation data. We validate the host factors, WDR7, CCDC115 and TMEM199, demonstrating that these genes are essential for viral entry and regulation of V-type ATPase assembly. We also find that CMTR1, a human mRNA cap methyltransferase, is required for efficient viral cap snatching and regulation of a cell autonomous immune response, and provides synergistic protection with the influenza endonuclease inhibitor Xofluza.	B Li|SM Clohisey|BS Chia|B Wang|A Cui|T Eisenhaure|LD Schweitzer|P Hoover|NJ Parkinson|A Nachshon|N Smith|T Regan|D Farr|MU Gutmann|SI Bukhari|A Law|M Sangesland|I Gat-Viks|P Digard|S Vasudevan|D Lingwood|DH Dockrell|JG Doench|JK Baillie|N Hacohen
31913353	Using genome-wide clustered regularly interspaced short palindromic repeats (CRISPR) screens to understand endocrine drug resistance, we discovered ARID1A and other SWI/SNF complex components as the factors most critically required for response to two classes of estrogen receptor-alpha (ER) antagonists. In this context, SWI/SNF-specific gene deletion resulted in drug resistance. Unexpectedly, ARID1A was also the top candidate in regard to response to the bromodomain and extraterminal domain inhibitor JQ1, but in the opposite direction, with loss of ARID1A sensitizing breast cancer cells to bromodomain and extraterminal domain inhibition. We show that ARID1A is a repressor that binds chromatin at ER cis-regulatory elements. However, ARID1A elicits repressive activity in an enhancer-specific, but forkhead box A1-dependent and active, ER-independent manner. Deletion of ARID1A resulted in loss of histone deacetylase 1 binding, increased histone 4 lysine acetylation and subsequent BRD4-driven transcription and growth. ARID1A mutations are more frequent in treatment-resistant disease, and our findings provide mechanistic insight into this process while revealing rational treatment strategies for these patients.	S Nagarajan|SV Rao|J Sutton|D Cheeseman|S Dunn|EK Papachristou|JG Prada|DL Couturier|S Kumar|K Kishore|CSR Chilamakuri|SE Glont|E Archer Goode|C Brodie|N Guppy|R Natrajan|A Bruna|C Caldas|A Russell|R Siersbæk|K Yusa|I Chernukhin|JS Carroll
31911695	H Ledford
31911693	D Cyranoski
31907455	The RecBCD complex plays key roles in phage DNA degradation, CRISPR array acquisition (adaptation) and host DNA repair. The switch between these roles is regulated by a DNA sequence called Chi. We report cryo-EM structures of the Escherichia coli RecBCD complex bound to several different DNA forks containing a Chi sequence, including one in which Chi is recognized and others in which it is not. The Chi-recognized structure shows conformational changes in regions of the protein that contact Chi and reveals a tortuous path taken by the DNA. Sequence specificity arises from interactions with both the RecC subunit and the sequence itself. These structures provide molecular details for how Chi is recognized and insights into the changes that occur in response to Chi binding that switch RecBCD from bacteriophage destruction and CRISPR spacer acquisition to constructive host DNA repair.	K Cheng|M Wilkinson|Y Chaban|DB Wigley
31907146	The CRISPR/Cas9 system, consisting of Cas9 nuclease and single guide RNA (sgRNA), is an emerging gene editing technology that can perform gene reprogramming operations such as deletion, insertion, and point mutation on DNA sequences targeted by sgRNA. In addition, CRISPR/dCas9 (a mutant that loses Cas9 nuclease activity) still retains the ability of sgRNA to target DNA. The fusion of dCas9 protein with transcriptional activator (CRISPRa) can activate the expression of the target gene, and fusion transcriptional repressors (CRISPRi) can also be used to suppress target gene expression. Efficient delivery of the CRISPR/Cas9 system is one of the main problems limiting its wide clinical application. Viral vectors are widely used to efficiently deliver CRISPR/Cas9 elements, but non-viral vector research is more attractive in terms of safety, simplicity, and flexibility. In this review, we summarize the principles and research advances of CRISPR technology, including CRISPR/ Cas9 delivery vectors, delivery methods, and obstacles to the delivery, and review the progress of CRISPR-based research in bone and cartilage tissue engineering. Finally, the challenges and future applications of CRISPR technology in bone and cartilage tissue engineering are discussed.	G Chen|D Cheng|B Chen
31898252	Genome-scale engineering is a crucial methodology to rationally regulate microbiological system operations, leading to expected biological behaviors or enhanced bioproduct yields. Over the past decade, innovative genome modification technologies have been developed for effectively regulating and manipulating genes at the genome level. Here, we discuss the current genome-scale engineering technologies used for microbial engineering. Recently developed strategies, such as clustered regularly interspaced short palindromic repeats (CRISPR)-Cas9, multiplex automated genome engineering (MAGE), promoter engineering, CRISPR-based regulations, and synthetic small regulatory RNA (sRNA)-based knockdown, are considered as powerful tools for genome-scale engineering in microbiological systems. MAGE, which modifies specific nucleotides of the genome sequence, is utilized as a genome-editing tool. Contrastingly, synthetic sRNA, CRISPRi, and CRISPRa are mainly used to regulate gene expression without modifying the genome sequence. This review introduces the recent genome-scale editing and regulating technologies and their applications in metabolic engineering.	J Ren|J Lee|D Na
31893521	M Chen|D Luo
31884593	Inherited retinal diseases (IRD) encompass a wide spectrum of hereditary blindness with significant genetic heterogeneity. Therapeutics regulating gene expression on an RNA level have significant promise for treating IRD. In this review, we review the molecular basis of oligonucleotide therapeutics such as ribozymes, RNA interference (RNAi), antisense oligonucleotides (ASO), CRISPRi/a, and their applications to treatments of IRD.	SM Moore|D Skowronska-Krawczyk|DL Chao
31879772	CRISPR-Cas systems provide prokaryotes with adaptive immune functions against viruses and other genetic parasites. In contrast to all other types of CRISPR-Cas systems, type IV has remained largely overlooked. Here, we describe a previously uncharted diversity of type IV gene cassettes, primarily encoded by plasmid-like elements from diverse prokaryotic taxa. Remarkably, via a comprehensive analysis of their CRISPR spacer content, these systems were found to exhibit a strong bias towards the targeting of other plasmids. Our data indicate that the functions of type IV systems have diverged from those of other host-related CRISPR-Cas immune systems to adopt a role in mediating conflicts between plasmids. Furthermore, we find evidence for cross-talk between certain type IV and type I CRISPR-Cas systems that co-exist intracellularly, thus providing a simple answer to the enigmatic absence of type IV adaptation modules. Collectively, our results lead to the expansion and reclassification of type IV systems and provide novel insights into the biological function and evolution of these elusive systems.	R Pinilla-Redondo|D Mayo-Muñoz|J Russel|RA Garrett|L Randau|SJ Sørensen|SA Shah
31874627	CRISPR-based systems are playing an important role in modern genome engineering. A large number of computational methods have been developed to assist in the identification of suitable guides. However, there is only limited overlap between the guides that each tool identifies. This can motivate further development, but also raises the question of whether it is possible to combine existing tools to improve guide design.	We considered nine leading guide design tools, and their output when tested using two sets of guides for which experimental validation data is available. We found that consensus approaches were able to outperform individual tools. The best performance (with a precision of up to 0.912) was obtained when combining four of the tools and accepting all guides selected by at least three of them.	These results can be used to improve CRISPR-based studies, but also to guide further tool development. However, they only provide a short-term solution as the time and computational resources required to run four tools may be impractical in certain applications.	J Bradford|D Perrin
